COD	CLASSE	AN	A1	A2	A3	A4	B1	B2	B3	B4
C004	C	1,8	6,3		0	0	0	0	0	0
C006	C	2,2	9				2	4	0	0
C007	C	1,8	6,2		0	0	2	0	0	0
C042	C	2,2	9,16	0			0	0	0	0
C012	C	2,5	9			0	0	4	0	0
C053	C	2,1	8,5				2	0	0	0
C054	C	2,2	9,1	0			0	0	0	0
C056	C	2,2	8,8				0	0	0	0
C055	C	1,8	7,2				0	0	0	0
C177	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C004	C	0			0	0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0			0	0	0	0	0	0
C042	C	0					0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C054	C	0					0	0	0	0
C004	C	1,4	1,7	3,2	0	0	0	0	0	0
C006	C	3	7,5	4,5			4	6	4	0
C007	C	1,1	2,7	1	0	0	0	0	4	0
C042	C	1,6	2,53	3,9			0	0	0	0
C012	C	2,6	6,5	3,1		0	4	4	2	0
C053	C	2,8	8	3,5			6	0	0	0
C054	C	1,2	1,2	3,8			0	0	0	0
C056	C	3,2	6,3	6,6			0	0	0	0
C055	C	3,6	7,9	6,5			0	0	0	0
C177	C	0					0	0	0	0
C004	C	0,1	0,7		0	0	0	0	0	0
C006	C	1,5	6				4	0	0	0
C007	C	0			0	0	2	2	0	0
C012	C	0,8	3,5			0	6	0	0	0
C053	C	1,8	7,5				2	0	0	0
C056	C	1,4	5,9				1	0	0	0
C055	C	0					1	0	0	0
C042	C	0					0	0	0	0
C054	C	0					0	0	0	0
C177	C	0					0	0	0	0
C004	C	0			0	0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0			0	0	0	0	0	0
C042	C	0					0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C054	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C004	C	0			0	0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0			0	0	0	0	0	0
C042	C	0					0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C054	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C004	C	0,9	2,3	1,3	0	0	0	0	0	0
C006	C	2,6	7,5	3			2	2	0	0
C007	C	0,9	3,5	0	0	0	2	0	0	0
C012	C	1,4	5	0,5		0	0	6	0	0
C053	C	2,2	8	1			2	4	0	0
C056	C	3,5	7	7			1	0	0	0
C055	C	1,2	5	0			1	0	0	0
C042	C	2,6	8,94	1,5			0	0	0	0
C054	C	0,6	2,6	0			0	0	0	0
C177	C	0					0	0	0	0
C004	C	0			0	0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0			0	0	0	0	0	0
C042	C	0					0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C054	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C004	C	0,4	0,9		0	0	0	0	0	0
C006	C	1	4				2	0	0	0
C007	C	0,2			0	0	0	2	0	0
C042	C	0,3	1,35	0			0	0	0	0
C012	C	0,5	1,1			0	4	4	0	0
C053	C	0,5	2				4	0	0	0
C054	C	0	0	0			0	0	0	0
C056	C	0,8	3,5				0	0	0	0
C055	C	1,4	5,6				0	0	0	0
C177	C	0					0	0	0	0
C004	C	0			0	0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0			0	0	0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C054	C	0					0	0	0	0
C004	RN	2	4,3	1,9	1	0	0	2	0	0
C006	RN	2,2	4	4	1	0	0	2	10	0
C007	RN	1,9	4,4	1	1,2	0	0	4	8	6
C042	RN	1,7	6,4	0,6	0	0	0	0	0	0
C012	RF	1,9	4,1	2,1	0,4	0	0	4	20	16
C053	RN	2	5,5		1,5	1	4	0	6	2
C054	RN	0,6	1,2	1,2	0	0	0	0	0	0
C056	RN	2,7	6	6,7	4,6	5	0	0	0	0
C055	RN	2,7	7,1	6,5	8,4	0	0	0	2	1
C177	RN	0					0	0	0	0
C004	C	0			0	0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0			0	0	0	0	0	0
C042	C	0					0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C054	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C004	C	0			0	0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0			0	0	0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C042	C	0					0	0	0	0
C054	C	0					0	0	0	0
C054	D	7,6					0	0	0	0
C037	D	8,6					0	0	0	0
C042	D	5,6					0	0	0	0
C044	D	8					0	0	0	0
C055	D	8					0	0	0	0
C006	D	5					0	0	0	0
C053	D	7,3					0	0	0	0
C012	D	5					0	0	0	0
C004	RN	2	3,6	2,3	2,7	7,4	0	2	2	0
C007	RN	1,3	1,5	1	0	3	4	0	14	14
C056	RN	1,8	1,5	2,7	3,3	0	2	0	1	0
C177	RN	0					0	0	0	0
C057	T	 	1,4	0,9			12	12	0	0
C052	T	 	4,2	1,9			0	0	0	0
C058	T	 	4	0			2	16	0	0
C059	T	 	3,4				0	0	0	0
C043	T	 					0	0	0	0
C006	D	7,7					0	0	0	0
C007	D	5					0	0	0	0
C012	D	5,7					0	0	0	0
C053	D	8,3					0	0	0	0
C056	D	5					0	0	0	0
C055	D	7					0	0	0	0
C058	D	5					0	0	0	0
C004	A	6,1	9,3	8	6,9	1,6	0	0	2	0
C042	A	7,7	9,19	7,29	8,45	5,95	0	0	0	0
C054	A	7,2	7,8	7	2,9	6,1	0	0	0	0
C177	RN	0					0	0	0	0
C004	C	1,2	2,1	2,1		0	2	2	0	0
C006	C	3,6	7	7,5			2	2	2	0
C007	C	0,9	1,2	1,8		0	0	2	4	0
C042	C	3,6	8,98	5,66			0	0	0	0
C012	C	1,8	2,6	4,1		0	0	0	0	0
C053	C	3,5	7,5	6,5			0	2	0	0
C054	C	3,2	8,4	4,5			0	0	0	0
C056	C	3	5	7			0	0	0	0
C055	C	2	7,4	8,9			0	0	0	0
C177	C	0					0	0	0	0
C004	RN	3,4	1,8	1,4	3,5	4,7	0	0	0	0
C006	RN	2,1	4,5	3,5	2,5	5,5	0	2	4	8
C007	RN	2,5	1,5	1,6	2,7	2	0	0	8	12
C042	RN	2,4	7,22	4	5,69	2,5	0	0	0	0
C012	RN	3,5	2,6	5	1,8	2,3	0	0	8	4
C053	RN	2,6	5,5	4,5	4,5	5,5	2	0	4	4
C054	RN	2	3	4,8	3,6	4,6	0	0	0	0
C056	RN	2,4	4	4,3	4,6	5	2	0	0	0
C055	RN	2,3	7,2	4	5,7	0	2	0	1	0
C177	RN	1,5					0	0	0	0
C004	C	0				0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0				0	0	0	0	0
C042	C	0					0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C054	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C007	C	0				0	10	2	0	0
C042	C	0					0	0	0	0
C012	C	0				0	4	0	0	0
C053	C	0					4	0	0	0
C054	C	0					0	0	0	0
C056	C	0	0				0	0	0	0
C055	C	0					0	0	0	0
C004	C	0,4	1,7			0	6	0	0	0
C006	C	0					4	4	0	0
C177	C	0					0	0	0	0
C004	C	0				0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0				0	0	0	0	0
C042	C	0					0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C054	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C004	A	5	4,7	3,4	4,2	4,9	0	1	0	0
C006	A	7,4	7,5	5,5	7	8,5	2	0	2	0
C007	RN	2,1	6,3	2,5	4,1	2	2	0	4	6
C042	A	5,9	7,34	4,75	6,45	5,12	0	0	0	0
C012	A	7,1	6,8	7,5	6,7	5,3	0	0	0	2
C053	A	7,8	6,5	8,5	6,5	8,5	4	2	0	0
C054	A	6,3	7,1	6,2	6	5,5	0	0	0	0
C056	A	7,1	5,1	8,6	6,6	6,8	0	0	1	0
C055	A	9,2	10	8,4	8,4	9	0	0	0	0
C177	RN	1,3					0	0	0	0
C057	RF	3,2	4	9,1	0	0	0	6	20	16
C052	RN	2,5	5,5	4,6	0	0	0	0	0	0
C058	RF	1,3	1	4,3	0	0	2	2	36	40
C044	RN	3,1	6,8	5,7	0	0	0	0	0	0
C037	RN	0,5					0	0	0	0
C059	RN	1,9	5,2	2,5	0	0	2	0	0	0
C043	RN	0					0	0	0	0
C007	RF	2,2	4,5	4,6	0	0	12	4	26	10
C004	RN	3,7	4,7	2,8	2,1	3,5	0	0	0	0
C006	A	5	6	4,5	5	4	0	2	4	2
C007	RN	3,9	3,5	2	4,6	3,5	2	0	10	2
C042	A	5,8	8,76	5,47	2,32	6,45	0	0	0	0
C012	RN	3,6	5,1	3,3	6,4	4	0	2	0	4
C053	A	7,2	7	6,5	6,5	8	2	4	2	2
C054	A	6,1	8,3	5,9	2,7	4,6	0	0	0	0
C056	A	7,6	7	5,4	5,9	5,5	1	0	0	0
C055	A	7,7	7,2	6	7,9	9	1	0	1	0
C177	RN	1,1					0	0	0	0
C057	T	 	5,3				4	12	0	0
C052	T	 	4,6				0	2	0	0
C058	T	 	3,5				10	6	0	0
C044	T	 	4,8				0	0	0	0
C037	T	 					0	0	0	0
C059	T	 	3,5				2	0	0	0
C043	T	 					0	0	0	0
C004	RN	1,6	2,7	1,8	0,7	0,6	0	0	0	0
C006	A	5	4	4,5	5,5	3,5	0	2	2	4
C007	RN	1,6	1,8	2,1	1,8	0	2	0	4	2
C042	RN	4,7	6,23	4,7	7,41	3,3	0	0	0	0
C012	RN	3,1	3	2	5,7	1,1	0	0	4	6
C053	A	5	3	4,5	4	4,5	10	2	0	2
C054	A	5,9	7	6,6	4,7	3,1	0	0	0	0
C056	A	5	5,1	3	6,7	5,5	1	0	1	0
C055	RN	4,1	7,5	2	3,4	8	1	0	0	0
C177	RN	0					0	0	0	0
C004	RN	2,5	2,7	1,8	2	1,2	2	2	2	0
C006	A	6,1	3,5	6	6	4	2	2	6	8
C007	RN	2,2	0	3,4	2,6	0,7	8	0	4	6
C042	A	6,3	6,81	7,75	8,31	3,85	0	0	0	0
C012	RN	3,5	2	2,6	6	1,1	6	2	4	6
C053	A	5	8	5	5	4	2	6	2	4
C054	A	6	2,3	5,2	4,4	4,3	0	0	0	0
C056	RN	3,8	4,9	1,6	2,5	5	0	0	0	0
C055	RN	4,6	7	0	5	8	0	0	1	0
C177	RN	1,3					0	0	0	0
C057	T	 					10	4	0	0
C052	T	 	4,7				0	2	0	0
C058	T	 	3,6				8	2	0	0
C044	T	 	5,2				0	0	0	0
C037	T	 					0	0	0	0
C059	T	 					0	0	0	0
C043	T	 					0	0	0	0
C004	C	0			0	0	0	0	0	0
C006	C	0					6	0	0	0
C007	C	0			0	0	0	0	0	0
C042	C	0					0	0	0	0
C012	C	0				0	6	0	0	0
C053	C	0					2	0	0	0
C054	C	0					0	0	0	0
C056	C	0					2	0	0	0
C055	C	0					2	0	0	0
C177	C	0					0	0	0	0
C004	A	6	4,8	5,1	8	5,9	0	4	0	0
C006	A	5	7	3	5	6,5	2	12	10	2
C007	RN	1,8	3,6	0,5	0	2,4	6	2	18	14
C042	RN	3,4	1,48	2,35	8,08	1,9	0	0	0	0
C012	A	6	6,5	4,6	7	4,1	10	8	0	0
C053	A	7,5	7	3	8	6,5	6	4	0	2
C054	RN	2,3	1	5,9	6,4	5,2	0	0	0	0
C056	A	5,6	5,2	6	4,3	10	1	0	0	0
C055	A	7,2	8,3	7	6,7	7	1	0	2	0
C177	RN	0					0	0	0	0
C004	D	5					0	0	0	0
C006	D	7,3					0	0	0	0
C012	D	6,7					0	0	0	0
C053	D	8,7					0	0	0	0
C054	D	5,6					0	0	0	0
C055	D	5,6					0	0	0	0
C056	D	5,9					0	0	0	0
C052	D	7					0	0	0	0
C057	D	7					0	0	0	0
C058	D	7,4					0	0	0	0
C059	D	7,1					0	0	0	0
C013	D	8,1					0	0	0	0
C014	D	7					0	0	0	0
C015	D	7,5					0	0	0	0
C017	D	7,9					0	0	0	0
C018	D	7,7					0	0	0	0
C043	D	5,8					0	0	0	0
C030	D	5,1					0	0	0	0
C033	D	5,4					0	0	0	0
C007	RN	2,9	7,1	3,9	0,5	0	2	2	16	4
C042	A	7,3	9	6,95	8,12	5,43	0	0	0	0
C177	RN	0					0	0	0	0
C004	RN	0	0	0	0	0	18	8	6	0
C006	RF	0,5	1	1			20	20	24	10
C007	RF	0	0	0	0	0	24	2	16	12
C042	RN	0	0	0	0	0	0	0	0	0
C012	RF	0	0	0	0	0	16	18	20	18
C053	RF	0,2	1				14	8	6	6
C054	RN	0	0	0	0	0	0	0	0	0
C056	RN	0	0	0	0	0	7	0	2	0
C055	RN	0	0	0	0	0	7	0	2	0
C177	RN	0					0	0	0	0
C095	RF	0	0	0	0	0	8	12	16	10
C096	RF	0	0	0	0	0	6	24	24	12
C097	RF	2,5	10	0	0	0	3	4	4	0
C098	RF	0	0	0	0	0	19	16	41	32
C099	RN	0	0	0	0	0	13	6	24	16
C100	RN	0	0	0	0	0	8	8	16	0
C004	C	0			0	0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0			0	0	0	0	0	0
C042	C	0					0	0	0	0
C012	C	0				0	0	0	0	0
C053	C	0					0	0	0	0
C054	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C004	C	0	0	0	0	0	2	6	2	0
C006	C	0,2	1		0		20	20	24	6
C007	C	0	0	0	0	0	12	4	24	12
C042	C	0	0	0	0		0	0	0	0
C012	C	0	0	0	0	0	18	16	20	12
C053	C	0,2	1				14	10	6	4
C054	C	0	0	0	0		0	0	0	0
C056	C	0	0	0	0		6	0	1	0
C055	C	0	0	0	0	0	6	0	2	1
C177	C	0					0	0	0	0
C004	C	0,2	0	0	0	0	0	4	0	0
C006	C	1	4				0	14	0	0
C007	C	0,2	0	0	0	0	0	4	0	0
C042	C	1,6	6,51	0			0	0	0	0
C012	C	0,2	0	0		0	0	14	0	0
C053	C	0,3	1	0,5			0	6	0	0
C054	C	0	0	0			0	0	0	0
C056	C	1,5	4,4	1,9			0	0	0	0
C055	C	0,3	1,4	0			0	0	0	0
C177	C	0					0	0	0	0
C004	C	0,6	1,6	0,5	0	0	0	6	0	0
C006	C	2,7	4,5	3,5	3		0	8	6	2
C007	C	0,8	1,9	1,1	0	0	2	4	14	12
C042	C	0,3	1,27	0	0		0	0	0	0
C012	C	1,5	2,8	0,8	2	0	2	4	8	10
C053	C	1,7	3	2	2		0	2	4	0
C054	C	0,3	1,3	0	0		0	0	0	0
C056	C	3,1	7	2,9	2,5		0	0	0	0
C055	C	2,3	5,8	8,7	4	0	0	0	2	1
C177	C	0					0	0	0	0
C004	RN	3,3	4	4,2	3,4	7	0	0	2	0
C006	A	7	7,5	8	4	8,5	2	0	8	6
C007	RN	1,4	0	2,5	2,6	0	2	0	8	12
C042	A	5,2	1,35	3,85	7,38	5,55	0	0	0	0
C012	RN	2,8	2,9	6,2	7,4	5,2	0	0	2	2
C053	A	7	6,5	8	5,5	8	6	2	2	0
C054	A	6,3	1,5	6,6	5,7	6,6	0	0	0	0
C056	RN	2,9	3	8,6	1,7	10	2	0	2	0
C055	A	7,1	5	10	3,4	10	2	0	0	0
C177	RN	0					0	0	0	0
C057	RF	0,2	0	0,8	0		14	14	28	22
C052	RN	1,9	7	0,7	0	0	4	0	0	10
C058	RF	0,2	1	0	0	0	18	6	26	34
C044	RN	0,1	0,5	0	0	0	4	0	0	4
C037	RN	1					0	0	0	0
C059	RN	0,8	3,2	0	0	0	2	0	0	0
C043	RN	0,6					0	0	0	0
C004	C	1,7	6			0	0	0	0	0
C006	C	2,5	10				0	0	0	0
C007	C	2,1	7,6			0	0	0	0	0
C042	C	2,2	9,08	0			0	0	0	0
C012	C	2,3	8,5			0	0	0	0	0
C053	C	2,5	10				0	2	0	0
C054	C	2,1	8,4	0			0	0	0	0
C056	C	1,8	7,3				0	0	0	0
C055	C	2	8,2				0	0	0	0
C177	C	0					0	0	0	0
C004	C	0,7	2,1	0,3		0	6	2	0	0
C006	C	1,7	6	1			4	12	0	0
C007	C	0,1	0,3			0	10	0	0	0
C042	C	0	0	0			0	0	0	0
C012	C	1,4	3	2,5		0	0	6	0	0
C053	C	1,8	6	1,5			0	6	0	0
C054	C	0	0	0			0	0	0	0
C056	C	1	4,2				0	0	0	0
C055	C	0,5	2,1	0			0	0	0	0
C177	C	0					0	0	0	0
C004	RN	3	4,2	3,2	4,3	5	0	2	0	0
C006	A	6,6	6,5	7,5	4,5	6	2	2	8	2
C007	RN	2,1	3,6	2,9	5,1	4	2	2	4	8
C042	A	7	8,82	6,1	7,34	5,95	0	0	0	0
C012	RN	2,2	4,8	4,6	6	0,3	0	0	4	16
C053	A	7,5	9	7,5	6,5	6	0	4	0	2
C054	A	5,3	9,6	6	5	6,4	0	0	0	0
C056	A	5,4	5,5	4,9	4,3	7,6	1	0	0	0
C055	A	7	7	6,6	4,4	10	1	0	1	0
C177	RN	1					0	0	0	0
C057	T	 	4,1	5,4			4	8	8	0
C052	T	 	3,4	1,6			2	0	0	0
C058	T	 	3,7	0			0	16	10	0
C044	T	 	4,5	0,6			2	0	0	0
C037	T	 					0	0	0	0
C059	T	 	2	0			2	0	0	0
C043	T	 					0	0	0	0
C012	T	 	1,4	0	0	0	8	8	0	0
C004	C	0			0	0	0	0	0	0
C006	C	0					0	0	0	0
C007	C	0			0	0	2	0	0	0
C042	C	0					0	0	0	0
C012	C	0				0	4	0	0	0
C053	C	0					2	0	0	0
C054	C	0					0	0	0	0
C056	C	0					0	0	0	0
C055	C	0					0	0	0	0
C177	C	0					0	0	0	0
C004	RN	2,4	5,3	3,3	5,2	4,1	0	0	0	0
C006	A	7,1	8	7	6	7	0	4	2	4
C007	RN	2,7	4,8	2,8	7,9	4,4	0	0	6	8
C042	A	5,3	9,43	5,35	7,1	1,2	0	0	0	0
C012	A	6,6	7,5	7,5	7	1,6	0	0	4	6
C053	A	7,1	7,5	7	6	7,5	0	2	0	2
C054	A	6,4	9,2	5,9	7,1	1,2	0	0	0	0
C056	A	7,6	7,8	8,4	5,6	2,5	0	0	0	0
C055	A	7,9	8,2	7,5	8,4	7	0	0	0	1
C177	RN	0,7					0	0	0	0
C057	RF	3,1	9,5	2,9	0		12	16	18	12
C052	RN	2	5,4	2,8	0	0	0	0	0	0
C058	RF	1	4,3	0	0	0	0	12	36	40
C044	RN	1,5	5,6	0,5	0	0	0	0	0	0
C037	RN	0,5					0	0	0	0
C059	RN	0,8	3,2	0	0	0	2	0	0	0
C043	RN	0					0	0	0	0
C004	C	0				0	0	0	0	0
C006	C	0					4	0	0	0
C007	C	0				0	6	0	0	0
C042	C	0					0	0	0	0
C012	C	0				0	4	0	0	0
C053	C	0					4	0	0	0
C054	C	0					0	0	0	0
C056	C	0					2	0	0	0
C055	C	0					2	0	0	0
C177	C	0					0	0	0	0
C004	RN	0	0	0	0	0	2	6	2	0
C006	RF	0,3	1		0	0,5	18	20	24	6
C007	RF	0,1	0	0,7	0	0	12	4	24	14
C042	RN	0	0	0	0	0	0	0	0	0
C012	RF	0	0	0	0	0	18	16	20	16
C053	RF	0,2	1				16	8	6	4
C054	RN	0	0	0	0	0	0	0	0	0
C056	RN	0	0	0	0	0	6	0	1	0
C055	RN	0	0	0	0	0	6	0	2	1
C177	RN	0					0	0	0	0
C006	D	5					0	0	0	0
C042	D	6,3					0	0	0	0
C053	D	8,5					0	0	0	0
C056	D	7					0	0	0	0
C055	D	5,8					0	0	0	0
C004	RN	3,1	3,3	0,7	2,7	5	0	2	0	0
C007	RN	2,1	2,5	0,5	1,8	3	2	2	6	10
C012	RN	3,5	7,4	4,3	6	4,1	2	4	2	2
C054	RN	0	0	0	0	0	0	0	0	0
C177	RN	0					0	0	0	0
C057	RN	2	1,4	6,8	0	0	6	4	18	12
C052	RN	1,7	3,7	3,1	0	0	0	0	0	0
C058	RF	1	4	0	0	0	4	10	22	36
C044	RN	2	4,7	3,5	0	0	0	0	0	0
C037	RN	2,2					0	0	0	0
C059	RN	1,3	3	2,2	0	0	0	0	0	0
C043	RN	2,1					0	0	0	0
C004	RN	4,2	3,9	2,8	6	5,9	0	0	0	0
C006	A	6,4	6,5	5,5	4	4	4	2	0	0
C007	RN	3,4	2,6	2	4,4	2,4	0	0	10	12
C042	RN	3,6	3,65	4,9	1,62	4,35	0	0	0	0
C012	A	5	2,7	3,3	4,6	3,6	8	2	8	0
C053	A	7,6	7	4	7,5	5,5	4	4	0	0
C054	A	5	2,9	6,6	5,9	4,7	0	0	0	0
C056	A	7	5,7	6,1	6,3	9,9	0	0	0	0
C055	A	7,8	7	6,5	8,4	8	0	0	1	0
C177	RN	1,5					0	0	0	0
C057	RF	3	3	5	4	0	8	6	16	16
C052	RN	3,1	6,2	2,5	3,7	0	0	0	0	0
C058	RF	0,8	3,5	0	0	0	2	8	32	40
C044	RN	2,1	5,1	2,8	0,5	0	0	0	0	0
C037	A	6					0	0	0	0
C059	RN	3,1	4,1	1,1	3,5	4	0	0	0	0
C043	RN	0					0	0	0	0
C004	C	0,7	2,5	0	0	0	2	0	0	0
C006	C	0,5	1	1			12	2	8	0
C007	C	1,1	1,8	2,3	0	0	4	0	10	2
C042	C	0,7	0	3,15	0		0	0	0	0
C012	C	0,7	2	0,7		0	4	6	6	0
C053	C	0,2	1				10	4	4	0
C054	C	0,9	0	3,8	0		0	0	0	0
C056	C	1,2	1,3	1,9	1,7		4	0	0	0
C055	C	0,7	1,5	1,4			4	0	1	0
C177	C	0					0	0	0	0
C004	RN	1,9	3	2,6	1,4	0	0	2	2	0
C006	RN	2,7	4	5,5	1,5	0	4	4	6	6
C007	RN	1,2	2,5	1,3	0,4	0	4	2	2	14
C042	RN	3	7	4	1,32	0	0	0	0	0
C012	RF	3,4	4,1	4,3	4,5	0	2	4	6	16
C053	RN	2	6	5	2	3	4	2	0	4
C054	RN	3,1	6,5	4,5	1,5	0	0	0	0	0
C056	RN	3,3	5,2	6,4	1,7	0	0	0	1	0
C055	RN	2,1	7,5	6	4	0	0	0	1	1
C177	RN	0					0	0	0	0
C004	C	0,3	1,4			0	2	6	0	0
C006	C	0,6	2,5				6	10	0	0
C007	C	0,2	0,8			0	10	0	0	0
C042	C	1,4	5,6	0			0	0	0	0
C012	C	0,7	3			0	2	8	0	0
C053	C	0,2	1				8	4	0	0
C054	C	1,3	5,2	0			0	0	0	0
C056	C	1	4				2	0	0	0
C055	C	0,5	2				2	0	0	0
C177	C	0					0	0	0	0
C004	A	6	5,2	8,2	6	4,5	0	3	0	0
C006	A	6,7	5,5	5,5	4	6	0	2	6	4
C007	A	7	6,1	5,6	8,1	6,3	2	0	4	2
C042	A	6,2	6,72	3,82	8,55	7,15	0	0	0	0
C012	A	7,4	8	7	6,4	6,6	0	2	4	2
C053	A	7,7	7	8	6	10	0	4	2	4
C054	A	6,1	4,9	5	6,9	4,4	0	0	0	0
C056	A	7,1	8,4	2	8,3	10	0	0	1	0
C055	A	7,3	7	7	7,4	7	0	0	1	0
C177	RN	0,9					0	0	0	0
C057	A	5,5	5,3	5,9	7,1	7,3	2	8	10	6
C052	A	7,2	8,2	4,1	7,9	7,8	0	0	0	2
C058	RF	2,2	4,3	1,3	2,5	0	6	4	32	38
C044	A	7,1	6,9	6,3	6,5	8,1	0	0	0	0
C037	A	8,8					0	0	0	0
C059	A	7,1	6,1	7,8	9,7	4	0	0	0	0
C043	A	10					0	0	0	0
C013	C	0					0	0	0	0
C061	C	0					0	0	0	0
C062	C	0					0	0	0	0
C106	C	0					0	0	0	0
C186	C	0					0	0	0	0
C063	C	0					0	0	0	0
C064	C	0					0	0	0	0
C066	C	0					0	0	0	0
C004	C	0,8	2,3	0,5		0	0	4	0	0
C006	C	1,1	3,5	1			4	14	0	0
C007	C	0,9	3,1			0	2	0	0	0
C042	C	1,6	6,51	0			0	0	0	0
C012	C	0,8	2,5	0		0	2	12	0	0
C053	C	0,5	2				6	10	0	0
C056	C	0,2	1,1				2	0	0	0
C055	C	0,3	1,4	0			2	0	0	0
C054	C	0,3	1,4	0			0	0	0	0
C177	C	0					0	0	0	0
C004	RN	0,9	1,3	1,6	0	0	2	4	6	0
C006	RN	0,6	2,5				2	8	20	10
C007	RN	0,7	1,7	0,4	0	0	2	0	14	12
C042	RN	1,4	5,6	0	0	0	0	0	0	0
C012	RF	1	2	1,2	0	0	2	4	20	18
C053	RN	0,8	3,5				2	6	6	4
C056	RN	1,6	4,3	2,1	0	0	0	0	1	0
C055	RN	1,5	4,7	1,5	0	0	0	0	2	0
C054	RN	0,1	0,7	0	0	0	0	0	0	0
C177	RN	0					0	0	0	0
C004	C	0,8	2,2	0,4	0	0	0	6	2	0
C006	C	1,2	4,5	0,5			6	18	12	0
C007	C	0,9	2,8	0	0	0	2	4	12	0
C042	C	0,2	0,9	0			0	0	0	0
C012	C	0,5	1,1	0		0	4	12	10	0
C053	C	1,3	5,5				4	6	2	0
C054	C	0,3	1,5	0			0	0	0	0
C056	C	1,9	3,9	3,9			2	0	0	0
C055	C	0,5	2	0			2	0	1	0
C177	C	0					0	0	0	0
C004	C	0,2	0,2		0	0	0	6	0	0
C006	C	0,5	2				2	12	0	0
C007	C	0,2	0		0	0	2	2	0	0
C042	C	0,2	0,9	0			0	0	0	0
C012	C	0,3	0,5			0	4	6	0	0
C053	C	0,5	2				2	8	0	0
C054	C	0,3	1,3	0			0	0	0	0
C056	C	0,7	2,8				2	0	0	0
C055	C	0,6	2,6				2	0	0	0
C177	C	0					0	0	0	0
C004	C	0				0	0	0	0	0
C006	C	0					4	0	0	0
C007	C	0				0	6	0	0	0
C042	C	0					0	0	0	0
C012	C	0				0	4	0	0	0
C053	C	0					2	0	0	0
C054	C	0					0	0	0	0
C056	C	0					1	0	0	0
C055	C	0					1	0	0	0
C177	C	0					0	0	0	0
C004	C	3,5	6,8	6,5	0	0	0	0	0	0
C006	C	3,6	8	6,5			2	0	0	0
C007	C	3,2	6,4	5,5	0	0	2	0	0	0
C042	C	3,7	9,17	5,8			0	0	0	0
C012	C	3,9	8,3	6,7		0	0	2	0	0
C053	C	3,7	7,5	7,5			0	0	0	0
C054	C	2	9,3	6,8			0	0	0	0
C056	C	2,1	8	9,5			1	0	0	0
C055	C	2	7,7	9			1	0	0	0
C177	C	0					0	0	0	0
C004	C	2,7	2,6	3,8	3,8	0	0	1	0	0
C006	C	2,6	4	3	3,5		2	4	10	8
C007	C	1,5	3,6	1,1	1	0	0	0	4	12
C042	C	2,9	6,28	5,37	0		0	0	0	0
C012	C	2,4	1,5	3	4,5	0	6	4	2	10
C053	C	2	5	6,5	4,5		6	2	4	6
C054	C	1,4	1,4	4,2	0		0	0	0	0
C056	C	1,8	0	3	4,2		1	0	0	0
C055	C	2,5	5,2	6,4	8,4		1	0	0	0
C177	C	0					0	0	0	0
C095	C	3,3	7,5	6			0	2	16	0
C096	C	1,7	3	3,8			0	7	21	0
C097	C	2,5	10	10			1	0	5	0
C098	C	2,1	3,6	5,1	0	0	0	2	39	4
C099	C	1,6	3,2	3,2	0	0	0	1	22	4
C100	C	1,7	5,5	1,4	0	0	0	2	14	0
C095	C	0					0	0	0	0
C096	C	0					0	0	0	0
C097	C	0					0	0	0	0
C098	C	0					0	0	0	0
C099	C	0					0	0	0	0
C100	C	0					0	0	0	0
