COD	CLASSE	AN	A1	A2	A3	A4	B1	B2	B3	B4
C142	T	 	5,1	6,1			0	0	0	0
C152	T	 	5,3	4			0	0	0	0
C009	T	 	5	3,8			0	0	0	0
C010	T	 	4,2	6,8			0	0	0	0
C011	T	 	6,5	6,8			0	0	0	0
C001	RF	3,8	6	5,5	3,8	0	0	0	0	0
C153	RN	3	7,5	3	1,5	0	0	0	0	0
C154	RF	2	6	2	0	0	0	0	0	0
C155	RF	2,8	7	1,5	2,9	0	0	0	0	0
C156	RF	3	7	5,2	0	0	0	0	0	0
C002	RF	5,1	7,5	6	7	0	0	0	0	0
C001	T		5,3	0,5			0	0	0	0
C002	T		5,7	5,8			0	0	0	0
C004	T		1,5	0			0	0	0	0
C005	T		2,5	0			0	0	0	0
C006	T		9,7	0,5			0	0	0	0
C007	T		4,3	0			0	0	0	0
C001	C	0					0	0	0	0
C153	C	0					0	0	0	0
C154	C	0					0	0	0	0
C155	C	0					0	0	0	0
C156	C	0					0	0	0	0
C002	C	0					0	0	0	0
C001	RN	3,1	4,7	4	3	6,3	0	0	0	0
C153	RN	1,3	0,5	1	2,5	0	0	0	0	0
C154	RF	1,4	2,4	2	0	0	0	0	0	0
C155	RN	1,6	1,5	0,6	3	0	0	0	0	0
C156	RN	1,6	1,8	2,5	1	0	0	0	0	0
C002	A	5,6	4,2	2,5	8	5	0	0	0	0
C001	C	0					0	0	0	0
C153	C	0					0	0	0	0
C154	C	0					0	0	0	0
C155	C	0					0	0	0	0
C156	C	0					0	0	0	0
C002	C	0					0	0	0	0
C001	A	7	1,5	6	9,6	8,7	0	0	0	0
C153	RN	4,7	5,5	5,5	2,5	5	0	0	0	0
C154	A	5,2	4,8	2,9	8,5	3	0	0	0	0
C155	A	8,4	8,5	7,1	9	7,6	0	0	0	0
C156	A	7,1	4,5	8,3	8,3	6	0	0	0	0
C157	A	7	3,7	6,2	4,5	10	0	0	0	0
C002	A	7,3	6,5	7	6	9	0	0	0	0
C003	A	5,1	1,7	6,4	7,4	4,8	0	0	0	0
C158	RN	3,4	4,5	6,1	1,5	5,2	0	0	0	0
C164	A	7	7,7	7,8	5,2	7,3	0	0	0	0
C159	RF	0,9	0,9	2,8	0	0	0	0	0	0
C165	A	6,7	4,3	6,5	4,4	4,5	0	0	0	0
C160	RF	2,7	1,8	4,3	5	0	0	0	0	0
C166	RN	3,2	5,5	6	1	0,5	0	0	0	0
C167	A	6,1	5,5	8	2,5	3,5	0	0	0	0
C160	RF	0	3,5	5,8	7	2,3	0	0	0	0
C166	A	5	4,1	4,8	4,4	2	0	0	0	0
C004	A	7,3	4,3	7,1	8,5	8,2	0	0	0	0
C057	A	6,5	6,5	6	5,3	7	0	0	0	0
C180	RN	3,7	4,1	4,8	6,8	1,1	0	0	0	0
C169	A	8,4	9,3	8,1	6,2	8,9	0	0	0	0
C163	A	7,9	8,2	4,8	8,9	8,9	0	0	0	0
C160	RN	3,9	8,8	5,5	0	0	0	0	0	0
C173	A	7,2	4,3	7,3	7,6	8,5	0	0	0	0
C168	A	5,6	7,5	5,5	5,5	2	0	0	0	0
C175	A	7	6,9	3,8	7,9	8,4	0	0	0	0
C013	A	6,5	7,5	7,5	0	5,2	0	0	0	0
C347	A	7,1	5,2	7,7	9,2	5	0	0	0	0
C180	RF	3,8	8,4	3,3	2,4	0	0	0	0	0
C348	A	7,9	8,5	7,9	7,3	6,9	0	0	0	0
C029	RF	0					0	0	0	0
C349	A	6,1	5,1	6,1	8,1	0	0	0	0	0
C145	T	 					0	0	0	0
C146	T	 					0	0	0	0
C147	T	 					0	0	0	0
C149	T	 					0	0	0	0
C150	T	 					0	0	0	0
C151	T	 					0	0	0	0
C046	T	 					0	0	0	0
C011	T	 					0	0	0	0
C141	T	 					0	0	0	0
C144	T	 					0	0	0	0
C145	T	 					0	0	0	0
C146	T	 					0	0	0	0
C147	T	 					0	0	0	0
C148	T	 					0	0	0	0
C149	T	 					0	0	0	0
C150	T	 					0	0	0	0
C151	T	 					0	0	0	0
C046	T	 					0	0	0	0
C159	T	 	0				0	0	0	0
C001	C	0					0	0	0	0
C153	C	0					0	0	0	0
C154	C	0					0	0	0	0
C155	C	0					0	0	0	0
C156	C	0					0	0	0	0
C157	C	0					0	0	0	0
C002	C	0					0	0	0	0
C003	C	0					0	0	0	0
C055	A	9,5	9,3	9,7			0	0	0	0
C028	A	7,7	7,7				0	0	0	0
C026	A	8,1	8,1				0	0	0	0
C027	A	7,2	7,2				0	0	0	0
C042	A	7,4	7,6	7,2			0	0	0	0
C056	A	8	8	7			0	0	0	0
C057	A	8,6	6,8	10	8	8,3	0	4	4	4
C052	A	7,6	6,7	7,1	7,8	7,4	0	0	2	2
C058	A	7,7	6,7	6	8,2	9	2	6	0	4
C044	A	8,5	8,9	9,7	6	8,2	0	0	0	0
C059	A	8	8,8	7,5	7,5	7	2	7	0	4
C037	A	7,1	5,4	7			0	0	0	0
C184	A	8,2	8,2				0	0	0	0
C185	RN	4,6	4,6				0	0	0	0
C043	A	7,4	6,5	6			0	0	0	0
C013	A	9,1	9,5	7	10	10	0	0	0	0
C014	A	8,5	7,7	7,9	9,7	8,8	0	0	0	0
C015	A	9,5	10	10	10	8	0	0	2	0
C016	A	9,1	9	7,5	10	10	0	0	0	0
C017	A	9,5	10	10	10	8	0	0	2	2
C018	A	7,8	8,2	8,1	7,5	7,6	0	0	0	0
C019	A	7,8	10	8,7	9,4	3,1	2	12	6	9
C029	A	10	10	10	10	10	0	0	0	0
C030	A	7,9	8	8,5	9,1	6	0	0	0	0
C031	A	8,5	7,1	10	8	9	0	0	0	0
C032	A	7	5,3	5,6	8,4	8,9	8	4	4	0
C033	A	7,2	8,5	5,5	7	8	0	2	2	0
C034	A	9	9,3	9,4	7,5	10	10	4	20	4
C035	A	7,6	7,7	8,5	8,4	6	0	0	0	0
C036	A	7,5	10	8	7,5	4,5	2	0	0	0
C045	A	7	5,3	10	10	3	6	2	2	2
C046	A	6	6	6	6	6	0	0	0	0
C047	A	7,3	8,1	8,2	6,9	6,1	2	0	2	2
C049	A	7,8	7,5	9	8	7	6	0	4	0
C048	A	7,9	8	8,5	7	8,3	0	2	2	0
C279	A	7,3	7,5	5,7	8,5	6,6	0	0	0	0
C120	RN	3,6	4,9	5,8	6,1	7,1	0	0	0	0
C143	RN	3,3	5	4,8	6,3	5,7	0	0	0	0
C130	RN	1,6	1,4	0,6	3,3	0	0	0	0	0
C131	A	6,8	5,8	5,3	8,2	6,6	0	0	0	0
C121	A	7,6	7	5,8	9,5	7	0	0	0	0
C057	A	7,4	8,6	5	7,8	8,3	0	0	0	0
C052	RN	2,8	5,4	5,4	5,3	6,8	0	0	0	0
C058	RN	2,8	4,1	3	5,1	5,3	0	0	0	0
C044	A	5	6,1	5,5	5,9	7,8	0	0	0	0
C059	A	5	8,4	5	5,9	5,3	0	0	0	0
C037	A	7	6,3	7,7			0	0	0	0
C026	RN	2	3,6			2	0	0	0	0
C028	RN	3,5				3,5	0	0	0	0
C365	RN	0				0	0	0	0	0
C222	RN	0	0			0	0	0	0	0
C043	A	7	6	8,1			0	0	0	0
C056	A	7	7	7			0	0	0	0
C004	A	7,2	7,1	6,5	8	6,1	0	0	0	0
C052	RF	3,4	5,4	5,4	5,3	6,8	0	0	0	0
C058	A	7,1	8,5	6,9	5,1	6,6	0	0	0	0
C007	C	 					0	0	0	0
C012	RN	2,9	4	4,5	8	3,7	0	0	0	0
C039	RN	0	0				0	0	0	0
C222	RN	0	0			0	0	0	0	0
C040	RN	4,5	4,5				0	0	0	0
C041	RN	0	0				0	0	0	0
C026	RN	3,6	3,6			2	0	0	0	0
C223	RN	0	0				0	0	0	0
C042	A	7,5	8,6	6,5			0	0	0	0
C013	A	9,5	9,6	9,7	10	8	2	2	2	0
C014	A	8,3	6,3	8,9	8	10	2	2	0	0
C015	A	8,6	9,9	8	9	7	2	2	0	0
C016	A	7,6	7,8	7	7,5	7,5	0	0	0	0
C017	A	8,2	7,1	7,7	8,5	9	2	4	2	2
C018	A	7,5	5,5	9,6	7,6	6,6	0	0	0	0
C019	A	7,9	8,6	7,8	8,5	6,2	0	4	4	0
C224	RN	0	0				0	0	0	0
C184	RN	0	0				0	0	0	0
C185	RN	0	0				0	0	0	0
C036	A	9,5	8	10	10	10	0	0	0	0
C029	A	9	9	9	9	9	0	0	0	0
C030	A	7,2	6,8	6	7,5	8,5	3	0	0	0
C031	A	8,8	8,5	10	8,5	8,5	0	0	2	0
C032	A	5,1	5,7	5,8	5,4	8,8	0	10	4	2
C033	A	8,1	10	7	8,5	7	4	2	2	2
C034	A	7,5	9,8	7,5	8	4,9	6	10	6	6
C035	A	6,5	5,5	7	6	7,5	0	0	0	0
C045	A	8,3	8,3	10	8	7	2	2	0	0
C046	A	8,8				8,8	0	0	0	0
C047	A	7	6,8	5,9	6,7	8,6	0	2	1	3
C049	A	7,2	8,3	9	6	5,7	0	6	6	2
C048	A	7,3	6,2	7,3	7,5	8,3	0	2	2	1
C007	A	5	6	5,6	9,1	5,7	6	6	12	6
C012	A	6,4	4	4,5	8	3,7	10	4	6	0
C052	A	5	5,4	7,4	3,5	0,7	16	0	10	0
C177	RN	0					24	0	0	0
C004	A	7,8	7,8	7,3	7,4	7,8	0	0	0	0
C006	A	9,4	10	10	10	6,7	0	0	0	0
C001	A	7	6	5,5	8,4	6,7	0	0	0	0
C153	A	5	5,5	6	1,5	7	0	0	0	0
C154	A	5	9,2	7	1,6	3,2	0	0	0	0
C155	A	5	7	5,2	4,2	5,3	0	0	0	0
C156	A	7,3	5,3	8	7,5	7	0	0	0	0
C002	A	8,4	7,2	9	9	7	0	0	0	0
C157	A	7,6	8	9,5	5,1	7	0	0	0	0
C158	A	5	4,8	8,6	5	6,5	0	0	0	0
C159	A	5,1	2,5	4,8	4,1	8,5	0	0	0	0
C003	A	5,1	6,6	5,4	2,1	4,7	0	0	0	0
C160	RN	2,6	2	3,5	0,8	3,3	0	0	0	0
C161	RF	0					0	0	0	0
C162	A	7,7	5	9	7,6	8,5	0	0	0	0
C163	A	5,4	6	5	4,5	7,9	0	0	0	0
C164	A	7	4,1	6,1	7,8	10	0	0	0	0
C165	A	7,8	6	8	7,5	10	0	0	0	0
C166	A	7	7,4	3,1	7,6	9,6	0	0	0	0
C167	A	5,1	3,8	5,8	5,7	8,1	0	0	0	0
C168	A	5	3,8	4,7	4	2,8	0	0	0	0
C161	RF	0					0	0	0	0
C169	A	7	5,6	7,3	6,6	8,5	0	0	0	0
C170	A	5	1,9	6,2	5,7	2,5	0	0	0	0
C171	A	7,4	7	9	7	6,7	0	0	0	0
C172	A	5	7,1	5,4	6,9	0	0	0	0	0
C173	RF	1,1	2	2,5	0	0	0	0	0	0
C174	RF	0	0	0	0	0	0	0	0	0
C175	RF	0,7	1,7	1,1	0	0	0	0	0	0
C176	A	6,8	4	6,5	5	5	0	0	0	0
C141	RF	0					0	0	0	0
C135	A	5,9	3,4	4,6	7	8,2	0	0	0	0
C136	RN	3	3,5	0,5	1	7	0	0	0	0
C138	RN	3,5	1,4	2,2	8,8	1,4	0	0	0	0
C138	T	 	1,4	2,2	8,8	1,4	0	0	0	0
C138	RF	0	1,4	2,2	8,8	1,4	0	0	0	0
C001	C	0					0	0	0	0
C153	C	0					0	0	0	0
C154	C	0					0	0	0	0
C155	C	0					0	0	0	0
C156	C	0					0	0	0	0
C002	C	0					0	0	0	0
C007	A	8,5	8,6	8,2	7,5	8,8	0	0	0	0
C012	A	7	4,8	7,2	10	4,9	0	0	0	0
C053	A	8,9	8,1	9,5	8	9,7	0	0	0	0
C054	A	8	7,5	8,5			0	0	0	0
C055	A	8,6	7,2	10			0	0	0	0
C027	RN	6,8	6,8				0	0	0	0
C223	RN	4,5	4,5				0	0	0	0
C042	A	9,1	9,7	8,6			0	0	0	0
C056	A	8,2	8,3	7			0	0	0	0
C057	A	9,6	9,9	10	8,8	9,3	0	0	0	0
C052	A	8,3	9,1	7,1	7,3	8,8	0	0	0	0
C058	A	8,8	7,5	9,2	8,5	10	0	0	0	0
C044	A	8,1	6,4	8,5	7,9	8,4	0	0	0	0
C059	A	8	7,2	8	7,3	8	0	0	0	0
C037	A	7,2	7,8	6,6			0	0	0	0
C184	A	9,6	9,6				0	0	0	0
C185	RN	4,6	4,6				0	0	0	0
C026	RN	2	2				0	0	0	0
C185	A	7,5	4,6				0	0	0	0
C043	A	8,8	9,1	8,4			0	0	0	0
C013	A	9,7	9	10	10	10	0	0	0	0
C014	A	9	8,2	9	9,9	9	0	0	0	0
C015	A	9,2	10	10	10	7	0	0	0	0
C016	A	9,1	9	7,5	10	10	0	0	0	0
C017	A	9,7	10	10	10	9	0	0	0	0
C018	A	8,3	8,8	8,9	8,3	7,4	0	0	0	0
C019	A	9,2	10	10	10	6,8	0	0	0	2
C029	A	10	10	10	10	10	0	0	0	0
C030	A	7,5	8	8,5	7,7	6	0	0	0	0
C031	A	9,3	8,2	10	10	9	0	0	0	0
C032	A	8,8	6	10	10	9,4	0	0	0	0
C033	A	8,2	9	10	9	5	0	0	0	0
C034	A	9,9	10	10	9,7	10	0	0	2	0
C035	A	7,8	7,9	8,5	9,1	6	0	0	0	0
C036	A	8,8	9	10	7,5	9	0	0	0	0
C045	A	8,2	10	10	10	3	2	0	0	0
C046	A	9,5	9,5	9,5	9,5	9,5	0	0	0	0
C047	A	8,5	9,7	10	8,2	6,3	0	0	0	2
C153	RN	4,4	6	5,6	7,1	1,8	0	0	0	0
C154	RN	3,3	4,9	4,6	8	2,2	0	0	0	0
C155	A	5,1	7,8	6	1	6,2	0	0	0	0
C156	A	5	6	4,6	5,2	6,2	0	0	0	0
C157	A	6,2	5,6	7,6	5,9	6,4	0	0	0	0
C576	A	5	5,8	7,7	5,5	4,3	0	0	0	0
C577	A	7,3	7,5	5	8,6	7	0	0	0	0
C578	A	9,7	10	9,8	9	9,5	0	0	0	0
C054	D	7,3					0	0	0	0
C154	RN	4,6	6,2	5,5	5,9	6,2	0	0	0	0
C004	D	7,1					0	0	0	0
C579	A	7,1	9,2	7,6	6,6	4	0	0	0	0
C580	C		1,7				0	0	0	0
C581	RF	0,4	1,8	0	0	0	0	0	0	0
C582	C						0	0	0	0
C447	C		0				0	0	0	0
C583	C		1,3				0	0	0	0
C580	T		1,7				0	0	0	0
C581	T		1,8	0	0	0	0	0	0	0
C582	T						0	0	0	0
C447	T		0				0	0	0	0
C583	T		1,3				0	0	0	0
C012	A	7	6,8	6,2	7,3	8	0	0	0	0
C053	A	8	7,4	6,8	8	10	0	0	0	0
C055	A	7,7	8	7,4			0	0	0	0
C020	RN	0	0				0	0	0	0
C021	RN	0	0				0	0	0	0
C042	A	7,3	6,7	7,9			0	0	0	0
C057	T	 					0	0	0	0
C052	T	 					0	0	0	0
C058	T	 					0	0	0	0
C044	T	 					0	0	0	0
C059	T	 					0	0	0	0
C037	T	 					0	0	0	0
C043	T	 					0	0	0	0
C001	C	0	2,5				0	0	0	0
C153	C	0	1,5				0	0	0	0
C154	C	0	1,2				0	0	0	0
C155	C	0	0,6				0	0	0	0
C156	C	0	0,5				0	0	0	0
C002	C	0	2,2				0	0	0	0
C049	A	8,5	7,5	9	9,5	8	0	0	0	0
C048	A	8,2	8	9	8,2	7,7	0	0	0	2
C001	A	9,5	10	8	10	10	0	0	0	0
C002	A	8,7	7,8	7,1	10	8,5	0	0	0	0
C003	A	8,1	7,1	7,9	7,7	8,5	0	0	0	0
C004	A	7,4	5,4	7,5	8,8	6,7	0	0	0	0
C005	A	7,6	8	6,2	8,2	6,6	0	0	0	0
C006	A	8,4	8,7	8,3	7,9	7,4	0	0	0	0
C007	A	7,5	7,3	7,6	5,1	9,4	0	0	0	0
C008	A	7,9	4,6	7,7	9,5	9,8	0	0	0	0
C165	A	9	8,5	10	9	7,8	0	0	0	0
C160	A	8,8	7,3	9,3	9,5	8,3	0	0	0	0
C166	A	9,3	9	10	9,1	8,2	0	0	0	0
C167	A	9	8,5	8	9,5	9	0	0	0	0
C057	A	8,4	8,4	8,7	6,8	9,4	0	0	0	0
C179	A	8,6	5,4	9,2	10	9,5	0	0	0	0
C180	A	8,9	9,3	8,6	7,7	9,2	0	0	0	0
C132	A	9,7	10	10	9	9	0	0	0	0
C133	A	8,8	9,3	9,8	7,6	8	0	0	0	0
C134	A	8,3	9,8	5,6	10	7,2	0	0	0	0
C135	A	7,9	8,2	7,3	7,8	7,6	0	0	0	0
C136	A	8,8	8	8,7	9	8,7	0	0	0	0
C137	A	8,6	8,5	8,5	7,7	9	0	0	0	0
C138	A	8,4	8,7	10	9	5,3	0	0	0	0
C139	A	8,7	8,7	10	7,1	8,2	0	0	0	0
C140	A	9,4	9,4	8,5	10	10	0	0	0	0
C141	RF	0					0	0	0	0
C145	A	8,7	8	9,5	8,5	8,7	0	0	0	0
C146	A	7,9	5,5	6,3	10	9,8	0	0	0	0
C147	A	8,4	8,1	9,3	9	7	0	0	0	0
C148	A	9	7,2	10	8,8	10	0	0	0	0
C149	A	7,7	7,3	4,8	9	10	0	0	0	0
C150	A	7,7	6,6	7,2	8	9	0	0	0	0
C151	A	8,7	9	8,2	8,5	9	0	0	0	0
C046	A	8,6				8,6	0	0	0	0
C144	C	 					0	0	0	0
C141	A	0					0	0	0	0
C181	A	7	5,8	8,3			0	0	0	0
C182	C	 					0	0	0	0
C584	A	7,6	7,1	8,1			0	0	0	0
C153	D	7,1					0	0	0	0
C154	D	8,2					0	0	0	0
C155	D	9,1					0	0	0	0
C156	D	7,6					0	0	0	0
C002	D	7,6					0	0	0	0
C157	D	7,2					0	0	0	0
C585	D	1					0	0	0	0
C586	D	7,5					0	0	0	0
C158	D	5,1					0	0	0	0
C587	D	6,1					0	0	0	0
C588	A	5					0	0	0	0
C589	A	7,2					0	0	0	0
C159	RN	3,9					0	0	0	0
C590	A	5,5					0	0	0	0
C166	D	5					0	0	0	0
C175	D	5,5					0	0	0	0
C003	D	7,2					0	0	0	0
C164	A	5,1	5	4	8	0	0	0	0	0
C165	D	5,5					0	0	0	0
C591	A	5,5					0	0	0	0
C592	RF	5	8,2	6	3,8	2,1	0	0	0	0
C593	A	7,1	4,7	7,4	8	8,6	0	0	0	0
C594	C	0	2,9	3			0	0	0	0
C001	C	0					0	0	0	0
C153	C	0					0	0	0	0
C154	C	0					0	0	0	0
C155	C	0					0	0	0	0
C156	C	0					0	0	0	0
C157	C	0					0	0	0	0
C002	C	0					0	0	0	0
C003	C	0					0	0	0	0
C001	RN	3,9	5,2	4	2,4	4,1	0	0	0	0
C153	RN	2,5	1,5	2	2,5	4	0	0	0	0
C154	RN	1	1,9	1,8	0,5	0	0	0	0	0
C155	RN	3,5	5,7	2,8	2,8	3	0	0	0	0
C156	RN	2,3	2	5	2,5	0	0	0	0	0
C157	RN	2,8	4,3	4,8	0	2,2	0	0	0	0
C002	A	7,8	9	8,5	6	8	0	0	0	0
C003	RN	3,6	3,3	3,8	3,7	3,9	0	0	0	0
C001	A	7	3,5	6,5	10	8	0	0	0	0
C159	RF	1,5		6,3			0	0	0	0
C160	A	6,4	7,2	7,2	5	6,5	0	0	0	0
C161	RF	0					0	0	0	0
C162	A	7	8	8,2	4,7	7,3	0	0	0	0
C163	A	7	8	8,1	5,1	7	0	0	0	0
C167	A	7,1	7,2	8,5	7,3	5,7	0	0	0	0
C168	A	7,5	4	9	8,5	8,8	0	0	0	0
C169	A	8,1	6	8,5	8,8	9,3	0	0	0	0
C170	A	7,1	5,1	5,1	8,4	10	0	0	0	0
C171	A	8,8	9	9	8,5	9	0	0	0	0
C172	A	9,2	8,5	9	10	9,5	0	0	0	0
C173	A	7,9	6,3	9	8,1	8,5	0	0	0	0
C174	A	7,7	9	8,2	8,4	5,3	0	0	0	0
C176	A	8,1	7,5	8	8	9	0	0	0	0
C159	A	6,3	5,2	6,4	5	5,5	0	0	0	0
C161	A	0					0	0	0	0
C256	A	7				7	0	0	0	0
C257	A	8,6	8	8,4	8,5	9	0	0	0	0
C258	A	8,2	8,7	7,1	8,5	7,8	0	0	0	0
C259	A	7,8	8,3	7,4	5,7	9,2	0	0	0	0
C260	A	8,5	9	9	6	10	0	0	0	0
C288	A	8,2	6,5	10	8	7,7	0	0	0	0
C001	A	8,2					0	0	0	0
C153	A	8,1					0	0	0	0
C154	A	7,6					0	0	0	0
C155	A	8,7					0	0	0	0
C156	A	8,9					0	0	0	0
C002	A	8,5					0	0	0	0
C157	A	8,5	9,5	8,8	7,5	8,5	0	0	0	0
C158	A	8	8,3	7,8	7,5	8,5	0	0	0	0
C159	A	8,2	7	8	8	9,8	0	0	0	0
C003	A	8,7	9,1	9	8,8	8,2	0	0	0	0
C160	RN	3,7	5	4,5	4	4,5	0	0	0	0
C161	RF	0					0	0	0	0
C162	A	8	8,4	7,4	7	8,2	0	0	0	0
C163	A	7,7	8	7,7	5,2	9	0	0	0	0
C164	A	9	6,5	9,6	10	8,8	0	0	0	0
C165	A	8,9	8	9,6	8,4	8,5	0	0	0	0
C166	A	8,4	10	9	9,2	4,3	0	0	0	0
C167	A	7,7	7	8,3	7,4	7,2	0	0	0	0
C168	A	8,7	7,5	10	7,5	10	0	0	0	0
C001	A	8,4	8,5	7	8,6	8,4	0	0	0	0
C153	A	5,5	5,5	1,5	5,5	4,5	0	0	0	0
C154	A	6,1	2,7	3	4,9	6,5	0	0	0	0
C155	A	7	5,5	4,8	8,3	8,3	0	0	0	0
C156	A	6,1	2,5	5,5	6,9	9,5	0	0	0	0
C002	A	8	8,5	4,5	9	10	0	0	0	0
C157	A	5	1,5	7	3	5	0	0	0	0
C158	A	5,2	5,4	9	0	5,5	0	0	0	0
C159	RN	3,7	2,8	2,8	2	6,1	0	0	0	0
C003	RN	3,9	6	4,4	2,6	3,9	0	0	0	0
C160	RN	1	1,5	1,5	0	0	0	0	0	0
C159	RN	2,8	2,8	2,8	2	6,1	0	0	0	0
C003	A	6	6	4,4	2,6	3,9	0	0	0	0
C160	RF	0	1,5	1,5	0	0	0	0	0	0
C169	A	7	7,2	6,8	6	8	0	0	0	0
C163	A	7,9	8,2	7	8,4	8	0	0	0	0
C165	RN	3,7	3	3	4,5	4,3	0	0	0	0
C160	RN	2	8	5	0	3	0	0	0	0
C166	RF	0,5	2	0	0	0	0	0	0	0
C167	RF	0,5	0	2	0	0	0	0	0	0
C013	A	8	8,8	8	10	5,2	0	0	0	0
C179	RF	0,4	0,2	1,4	0,1	0	0	0	0	0
C029	RF	0					0	0	0	0
C009	T	 	0	0			0	0	0	0
C011	T	 	0	0			0	0	0	0
C123	T	 	2,3	0			0	0	0	0
C128	T	 	0	0			0	0	0	0
C129	T	 	1,4	3,6			0	0	0	0
C123	T	 	2,3	0			0	0	0	0
C014	T	 					0	0	0	0
C001	C	0					0	0	0	0
C153	C	0					0	0	0	0
C154	C	0					0	0	0	0
C155	C	0					0	0	0	0
C156	C	0					0	0	0	0
C002	C	0					0	0	0	0
C001	RN	2,9	4,5	5	2,4	0	0	0	0	0
C153	RN	2,1	3	3,5	2	0	0	0	0	0
C154	RF	1,2	2,7	1,7	0,5	0	0	0	0	0
C155	RN	3,9	7,9	4,9	1,5	1,4	0	0	0	0
C156	RN	2,3	1,9	3	2,5	2	0	0	0	0
C002	A	6,4	3,5	3	9	10	0	0	0	0
C001	A	7	6,5	6	5,6	9	0	0	0	0
C153	RN	3,9	4	2,5	5	3,5	0	0	0	0
C154	RF	1,6	2,9	1,1	1,8	0	0	0	0	0
C155	RN	2,9	3,5	3,2	5,8	4	0	0	0	0
C156	A	5	7,5	3,6	4,5	9	0	0	0	0
C002	A	7	4,2	7	9	7	0	0	0	0
C001	C	0					0	0	0	0
C153	C	0					0	0	0	0
C154	C	0					0	0	0	0
C155	C	0					0	0	0	0
C156	C	0					0	0	0	0
C157	C	0					0	0	0	0
C002	C	0					0	0	0	0
C003	C	0					0	0	0	0
C169	A	7,9	6,3	7	8,5	9	0	0	0	0
C170	A	8,5	7	8,7	9,4	7,9	0	0	0	0
C171	A	9,2	9,5	8,5	9	9	0	0	0	0
C172	A	9,5	9,5	8,8	10	10	0	0	0	0
C173	A	9,3	8,8	9,3	9,1	9,5	0	0	0	0
C174	A	9,3	8,8	8,5	10	9,5	0	0	0	0
C175	A	8,3	7,4	7	9,1	9	0	0	0	0
C176	A	8,8	7	10	8,5	9,5	0	0	0	0
C161	RF	0					0	0	0	0
C256	A	9,6				9,6	0	0	0	0
C257	A	9,4	9,5	9,6	9	9	0	0	0	0
C258	A	9,3	8,8	9	10	8,6	0	0	0	0
C259	A	8,4	9,3	8	6,3	10	0	0	0	0
C260	A	9,7	10	10	9	9	0	0	0	0
C288	A	8,9	9,7	10	10	5,1	0	0	0	0
C045	A	9,9	9,9	10	10	10	0	0	0	0
C160	A	8,3	8,9	7,5	9,9	7	0	0	0	0
C161	A	0					0	0	0	0
C001	D	6,4					0	0	0	0
C154	D	6,9					0	0	0	0
C155	D	9,6					0	0	0	0
C002	D	7,6					0	0	0	0
C165	RN	2,5			5	5	0	0	0	0
C166	RN	0,5			2		0	0	0	0
C156	T		2,3				0	0	0	0
C157	T		5				0	0	0	0
C158	T						0	0	0	0
C159	T		0				0	0	0	0
C003	A	5	6	6,1	7,4	6,1	0	0	0	0
C160	A	7,3	8,3	7,8	8,7	4,4	0	0	0	0
C008	A	5,6	4,1	7	7,3	5	0	0	0	0
C057	C		1	3,6			0	0	0	0
C180	C		4,1	3,7			0	0	0	0
C123	A	5,8	7,3	5	5,8	4,3	0	0	0	0
C128	A	5	3,2	5,2	6,5	7,8	0	0	0	0
C129	A	5	6	7,4	8,5	4,7	0	0	0	0
C122	A	6,7	6,4	7,2	3	9	0	0	0	0
C132	A	8,5	9,8	6	9,2	8,6	0	0	0	0
C133	A	8,2	9,4	7,2	7,4	8,5	0	0	0	0
C140	A	7	5,5	8	6,6	7,7	0	0	0	0
C134	A	7	6,3	5	9,7	7	0	0	0	0
C135	A	7	2,6	8,6	9,1	8	0	0	0	0
C136	A	5	2,3	6	7	8,5	0	0	0	0
C137	A	7	6,8	8,4	3,5	9,5	0	0	0	0
C138	A	7	7,5	5,3	8,2	7,2	0	0	0	0
C139	A	5,3	3,8	3	10	7,8	0	0	0	0
C141	RF	0					0	0	0	0
C146	A	7,2	7	5,5	8,3	8,1	0	0	0	0
C149	A	7,3	5,8	6,4	8	9,3	0	0	0	0
C024	RN	1,7	1,7				0	0	0	0
C025	RN	2,5	2,5				0	0	0	0
C144	A	7,1	7	8,5	8	5,2	0	0	0	0
C145	A	8,1	6,7	9,4	7,9	8,4	0	0	0	0
C001	C	0					0	0	0	0
C153	C	0					0	0	0	0
C154	C	0					0	0	0	0
C155	C	0					0	0	0	0
C156	C	0					0	0	0	0
C002	C	0					0	0	0	0
C147	A	8,4	8,3	8,5	8	9	0	0	0	0
C148	A	8,5	7,8	8,2	9,5	8,8	0	0	0	0
C150	A	7,2	6	8,3	6,5	8,2	0	0	0	0
C151	A	7	5,5	7	7	8,5	0	0	0	0
C046	A	9,9				9,9	0	0	0	0
C141	RF	0					0	0	0	0
C028	A	8,7	8,7				0	0	0	0
C153	A	6					0	0	0	0
C141	A	0					0	0	0	0
C143	A	7	6,5	7,5	5,8	8,5	4	6	8	4
C010	A	5,3	5,3	5,5	4,8	7,5	0	6	2	2
C009	A	7	5	6,4	9	7,7	14	4	2	4
C001	A	8,6	9,4	7	8	9,5	0	0	0	0
C002	A	8	7,4	7,6	7	9	0	0	0	0
C004	A	7,4	7,5	5	7,3	8,8	0	0	0	0
C005	A	7,2	5,7	6,5	8,8	6,9	0	0	0	0
C006	A	7,2	7,2	5	10	5,8	0	0	0	0
C007	A	7	7,3	7,1	6,3	6,3	0	0	0	0
C003	A	6,4	6,7	6,2	7,5	5,5	0	0	0	0
